title,abstract,true_labels,predicted_labels,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
good or god? : why good without god isn't enough,"these days the terms good and god seem synonymous we believe what's generally accepted as good must be in line with god's will generosity, humility, justice - good selfishness, arrogance, cruelty - evil the distinction seems pretty straightforward but is that all there is to it? if good is so obvious, why does the bible say that we need discernment to recognize it?-- page 4 of cover",good and evil; god (christianity),christian ethics; morality; religion and morals; conduct of life; christianity and culture; worldliness; secularism; moral development; character; values; virtues; spiritual life; faith; spirituality; church history; church and state; religious tolerance; religions; philosophy of religion; apologetics; evangelistic work; witness bearing (christianity); missions; christian education of adults; adult children of divorced parents; divorce; family problems; parenting; single people; marriage; dating (social,"Christian ethics,Moralities,Religion and ethics,Conduct of life,Christianity and culture,Worldliness,Secularism,Moral development,Character,Values,Virtues,Spiritual life,Faith,Spirituality,Church history,Church and state,Religious tolerance,Religions,Philosophy and religion,Apologetics,Evangelistic work,Witness bearing (Christianity),Missions,Christian education of adults,Adult children of divorced parents,Divorce,Harms family,Parenting,Single people,Marriage,Dating (Social customs)",0.00,0.00,0.00,0.37,31.00
under pressure : confronting the epidemic of stress and anxiety in girls,"""though anxiety has risen among young people overall, studies confirm that it has skyrocketed in girls research finds that the number of girls who said that they often felt nervous, worried, or fearful jumped 55% from 2009 to 2014 while the comparable number for adolescent boys has remained unchanged as a clinical psychologist who specializes in working with girls, lisa damour, phd, has witnessed this rising tide of stress and anxiety in her own research, private practice, and in the all-girls' school where she consults, and knew this had to be the topic of her new book in the same engaging, anecdotal style and reassuring tone that won over thousands of readers of her first book, untangled, damour starts by addressing the facts about psychological pressure surprisingly, she explains the underappreciated value of stress and anxiety--that stress can helpfully stretch us beyond our comfort zones and anxiety can play a key role in keeping girls safe when we emphasize the benefits of stress and anxiety we can help our daughters take them in stride but no one wants their girl to suffer from emotional overload, so damour then turns to the many facets of their lives where tension takes hold: their interactions at home, pressures at school, social anxiety among other girls and among boys, and on social media as readers move through the layers of girls' lives, they'll learn about the critical steps that adults can take to shield their daughters from the toxic pressures to which our culture--including we, as parents--subjects girls readers who know damour from untangled or the new york times or from her regular appearances on cbs news will be drawn to this important new contribution to understanding and supporting today's girls""-- provided by publisher",stress in adolescence; anxiety in adolescence; teenage girls; stress management,"adolescence; anxiety disorders in children; self-esteem in teenagers; teenage girls; parenting; child rearing; families; family relationships; parent-teenager relationship; communication in adolescence; interpersonal relations in adolescence; peer influence; cyberbullying; internet addiction; cell phones; text messaging; social networks; social skills in adolescence; stress management; coping behavior in adolescents; mental health services for youth; schools; education, secondary; colleges and universities; college students; high school graduates; middle class families;","Adolescence,Anxiety in children,Self-esteem in adolescence,Teenage girls,Parenting,Child rearing,Families,Family relationships,Parent and teenager,Interpersonal communication in adolescence,Interpersonal relations in adolescence,Social influence,Cyberbullying,Internet addiction,Cell phones,Instant messaging,Social networks,Social skills in adolescence,Stress management,Worry in adolescence,Preventive mental health services for teenagers,Schools,Education, Secondary,Universities and colleges,College students,High school graduates,Middle class families,Change",0.50,0.07,0.28,0.47,29.00
"shakers, mormons, and religious worlds : conflicting visions, contested boundaries","this volume demonstrates how the shakers and the mormons maintained boundaries and created their own thriving, but insular communities separate and distinct from mainstream american protestantism the author describes the innovation deployed by both the shakers and the mormons through which they embraced their status as outsiders he feels that their marginalization was critical to their initial success he points out the differences between shakers and mormons and illuminates the characteristics which set these groups apart and helped them to become true religious dissenters",christian sociology,shaker movement; church of jesus christ of latter-day saints; communal living; sectarianism; sects; new religions; utopian socialism; millenarian movements; social reformers; spiritual life; spirituality; mysticism; eschatology; prophecy in the bible; christianity; islam; judaism; buddhism; hinduism; sikhism; bahai faith; religion and science; secular humanism; godhead; trinity; salvation; heaven;,"Shaker influences,Church of Jesus Christ of Latter-day Saints,Communal living,Sects,Sects,Religions,Utopian socialism,Early movements,Social reformers,Spiritual life,Spirituality,Mysticism,Eschatology,Suddenness in the Bible,Christianity,Islam,Judaism,Buddhism,Hinduism,Sikhism,Bahai faith,Religion and science,Secular humanism,Hidden God,Trinity,Salvation,Heaven,Change",0.00,0.00,0.00,0.37,27.00
"against the tide, towards the kingdom","this is the story of the urban vision community in new zealand this book recounts the story of a group of young christian adults who over the last fifteen years have relocated to the colorful ends of their city to share life with those who are struggling, homeless, sick, poor, neglected, or otherwise marginalized the community has grown over time to seven neighborhoods where on any given day you may find ""urban visionites"" growing vegetables amidst the concrete, teaching english to refugees, offering alternative education programs to out of school teenagers, fostering children, doing church with the homeless, offering friendship to the mentally ill, roasting fair trade coffee, running kids clubs, moms groups, tenant meetings or just sharing yet another cup of tea with their neighbors in fact sharing is a good summary of the whole shape of this exciting movement they share homes, food, money, vehicles, jobs, prayers, dreams, conversations, fun, tears, pain, hope, healing, transformation they share the whole of life with each other and with their neighbors they live the gospel, this good news of jesus",church work; church work with youth; church work with the poor; voluntarism; church and social problems,social service; community development; christianity and culture; missiology; cities and towns; churches; communities; communal living; shared housing; intentional communities; communalism; communes; utopian socialism; cooperative societies; cooperatives; co-operative economics; economic conversion; peace movements; pacifists; nonviolence; peacemaking; reconciliation; conflict management; mediation; interfaith relations; ecumenical movement; evangelistic work; outreach (church growth); christian sociology; christianity,"Social service,Community development,Christianity and culture,Time study,Cities and towns,Churches,Communities,Communal living,Shared housing,Planned communities,Communalism,Communes (China),Utopian socialism,Cooperative societies,Cooperativeness,Externalities (Economics),Economic conversion,Peace movements,Pacifists,Nonviolence,Peace movements,Reconciliation,Conflict management,Mediation,Interfaith marriage,Ecumenical movement,Evangelistic work,Church growth,Christian sociology,Christianity",0.00,0.00,0.00,0.35,29.00
making sense of martin luther,making sense of martin luther uses a conversational format to explore how luther's dynamic understanding of god's life-changing gospel informs day-to-day faith and life in the world today,lutheran church,theology; christianity; church history; reformation; protestantism; reformers; theologians; christology; trinity; justification (theology); sacraments; lord's supper; eucharist; ministry; preaching; pastoral care; spiritual formation; spirituality; grace (theology); salvation; sinners' prayer; forgiveness of sin; atonement; incarnation; predestination; free will; providence; authority; church discipline; worship; ecumenical movement; evangelistic,"Theology,Christianity,Church history,Reformation,Protestantism,Reformers,Theologians,Spirit christology,Trinity,Justification (Christian theology),Sacraments,Lord's Supper,Eucharistic prayers,Group ministry,Preaching,Pastoral care,Spiritual formation,Spirituality,Grace (Theology),Salvation,Confession (Prayer),Forgiveness of sin,Atonement,Incarnation,Predestination,Self-control,Providence,Authority,Church discipline,Worship,Ecumenical movement,Evangelistic work",0.00,0.00,0.00,0.37,32.00
"the cambridge guide to jewish history, religion, and culture","""the cambridge guide to jewish history, religion, and culture is a comprehensive and engaging overview of jewish life, from its origins in the ancient near east to its impact on contemporary popular culture the twenty-one essays, arranged historically and thematically, and written specially for this volume by leading scholars, examine the development of judaism and the evolution of jewish history and culture over many centuries and in a range of locales they emphasize the ongoing diversity and creativity of the jewish experience unlike previous anthologies, which concentrate on elite groups and expressions of a male-oriented rabbinic culture, this volume also includes the range of experiences of ordinary people and looks at the lives and achievements of women in every place and era the many illustrations, maps, timeline, and glossary of important terms enhance this book's accessibility to students and general readers""--provided by publisher",judaism; jews,jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jews; jew,"Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jews,Jewish",0.50,0.50,0.63,0.94,2.00
long-expected jesus : an advent devotional,"during a time of year when the pace of life becomes even more frenzied than usual, the season of advent presents us with a unique opportunity long-expected jesus invites the people of god to spend four weeks slowing down, waiting patiently, and praying expectantly in anticipation of our coming savior designed to be used by individuals, families, or faith communities, this devotional begins with the first sunday of advent and contains a short reflection for every day through christmas, offering a meaningful experience for all ages the relatable, lectionary-based meditations have been written by a variety of leaders, pastors, and storytellers, including mark fuller, shawna songer gains, michael palmer, jeren rowell, carla sunberg, and more be blessed and encouraged this advent season as we gather in community to await the return of our long-expected jesus-- source other than library of congress",advent; devotional literature,"advent; christian biography; spiritual life; prayer; meditation; devotional exercises; sermons, american; church calendar; christianity; christology; bible readings; lectionaries; spirituality; worship; congregational prayers; liturgical calendars; advent sermons; christmas sermons; sermon outlines; sermons, american; preaching; pastoral theology; ministry; clergy; churches; church work; religion and culture; religious education; children's stories, american; parables; gospel music; hymns","Advent,Christian biography,Spiritual life,Prayer,Meditation,Devotional exercises,Sermons, American,Church calendar,Christianity,Spirit christology,Writing in the Bible,Lectionaries,Spirituality,Worship,Prayer meetings,Devotional calendars,Advent sermons,Christmas sermons,Fast-day sermons,Sermons, American,Preaching,Pastoral theology,Group ministry,Clergy,Churches,Church work,Religion and culture,Religious education,Children's stories, American,Parables,Gospel music,Hymns",0.50,0.03,0.25,0.45,32.00
"the bible, mormon scripture, and the rhetoric of allusivity","this book examines mormon scripture through the lens of biblical intertextuality in an attempt to further understand joseph smith's usage of the bible in order to provide the depth necessary for such a study, this book examines only the prologue of the gospel of john as it appears in mormon scripture--provided by the publisher",mormon church; mormon church,"christianity; mormons; intertextual analysis (literature); language and languages; english language; hebrew language; greek language, ancient; religious poetry, american; literature and society; religion and culture; exegesis, evangelical; hermeneutics; theology, doctrinal; church history -- 19th century; jesus christ; god (christianity) in literature; god (mormon doctrine) in literature; creation in literature; revelation in literature","Christianity,Anti-Mormonism,Indexing in literature,Language and languages,English language,Hebrew language,Greek language, Modern,Religious poetry, American,Literature and society,Religion and culture,Evangelical,Hermeneutics,Theology, Doctrinal,Church history,Jesus Christ,God in literature,Symbolism in the Book of Mormon,Creation in literature,Revelation in literature",0.00,0.00,0.00,0.29,22.00
ethics : the fundamental questions of our lives,"wolfgang huber is germany's most important theological ethicist, and this is a translation of his 2013 book published with ch beck acknowledging our pluralistic world, huber analyzes twenty ethical issues that emerge during the course of our lives: the future of the family, genetic handicaps and genetic enhancement, combatting global hunger and poverty, environmental degradation, religious freedom, the right to health, the expanding influence of the media, the true purpose of business, what we owe our descendants, global conflict and war and peace, the role of science, extending life and accepting death, and so on in each chapter he provides a concrete example showing the relevance of the fundamental ethical question, then explains how one can think through possible responses and reactions huber is firmly within the protestant tradition and takes philosophical cues from kant as such, he emphasizes the connections between personal, professional, and institutional ethics and demonstrates how human relationships lie at the center of our ethical lives his aim is to articulate a theology of what he calls ""responsible freedom"" that transcends individualistic self-realization and includes communal obligations",ethics; ethics; virtues,christian ethics; moral philosophy; ethics; social responsibility; religion and culture; interfaith relations; religions; church and state; political participation; civil rights; justice; tolerance; pacifism; nonviolence; peacemaking; violence; terrorism; nuclear warfare; weapons of mass destruction; disarmament; arms control; international cooperation; globalization; economic development; environment; ecology; sustainable living; consumer behavior; advertising; television broadcasting; internet; communication; information technology; education; universities and,"Christian ethics,Proof, Moral,Ethics,Responsibility,Religion and culture,Interfaith marriage,Religions,Church and state,Political participation,Civil rights,Justice,Denialism,Pacifism,Nonviolence,Peace movements,Violence,Terrorism,Nuclear warfare,Weapons of mass destruction,Disarmament,Arms control,International cooperation,Globalization,Economic development,Environmental management,Ecology,Sustainable living,Consumer behavior,Advertising,Television broadcasting,Internet,Communication,Information technology,Education,Universities and colleges",0.50,0.03,0.20,0.36,36.00
expectations for women : confronting stereotypes,"provides thoughtful, sensitive, and straightforward guidance on how to navigate toward a healthy and well-adjusted understanding of self-worth",self-perception in women; social perception; body image in women; stereotypes (social psychology,"sex role; gender identity in children; girls; boys; interpersonal relations; social interaction; communication in adolescence; adolescent psychology; teenagers; adolescents; teenage girls; teenage boys; teenagers; teenagers' writings; teenagers' writings, american; teenagers' writings, english; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers; teenagers","Sex role,Gender identity in children,Girls,Boys,Interpersonal relations,Social interaction,Interpersonal communication in adolescence,Adolescent psychology,Teenagers,Teenagers,Teenage girls,Teenage boys,Teenagers,Teenagers' writings,Teenagers' writings, American,Teenagers' writings, English,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers,Teenagers",0.00,0.00,0.00,0.36,14.00
embracing your second calling : find passion and purpose for the rest of your life : [a woman's guide],"do you ever wonder if the best of life is in the past? are you longing for more passion and purpose in the second half of your life? take a deep breath and prepare for a great adventure in this book, dale hanson bourke resoundingly affirms that midlife is not only a time for reflection but also a time for action she challenges women to respond to god's call specifically for this season of life and offers practical ideas for finding new meaning",middle-aged women; christian women; older women; aging; female friendship; mentoring in church work,middle-aged women; christian women; spiritual life; self-actualization (psychology); aging; spirituality; faith; prayer; church work with older people; ministry; pastoral theology; clergy; deaconesses; lay ministers; evangelistic work; church growth; church renewal; congregational leadership; small groups; community life; discipleship; mentoring in Christianity; friendship; intergenerational communication; intergenerational relationships; generations; family violence; domestic relations; marriage counseling; parenting; grandparent,"Middle-aged women,Christian women,Spiritual life,Self-actualization (Psychology),Aging,Spirituality,Faith,Prayer,Church work with older people,Group ministry,Pastoral theology,Clergy,Deaconesses,New Age ministers,Evangelistic work,Church growth,Church renewal,Congregationalists,Small groups,Community life,Disciples,Mentoring in Christian education,Friendship,Intergenerational communication,Intergenerational relations,Generations,Family violence,Domestic relations,Marriage counseling,Parenting,Grandparent and child",0.50,0.10,0.42,0.48,31.00
"creating an intimate marriage : rekindle romance through affection, warmth & encouragement","""written by the host of the homeword radio broadcast, this book examines how awe (affection, warmth, and encouragement) can transform any marriage relationship, providing a solid foundation for an intimate and fulfilling life together incorporating biblical principles with personal testimony, it offers help to couples of all ages""--provided by publisher",marriage; intimacy (psychology),man-woman relationships; christianity and culture; love in marriage; communication in marriage; intimacy (psychology); interpersonal relations; family counseling; marital conflict; reconciliation; forgiveness; spiritual gifts; prayer; husbands; wives; married people; dating (social customs); courtship; sex role; sexual behavior; sexuality; men's rights; women's rights; gender identity; masculinity; femininity; social values; church work with families; pastoral care; clergy; ministry; evangelistic work; christian,"Man-woman relationships,Christianity and culture,Marriage,Communication in marriage,Intimacy (Psychology),Interpersonal relations,Family counseling,Marital conflict,Reconciliation,Forgiveness,Gifts, Spiritual,Prayer,Husbands,Wives,Married people,Dating (Social customs),Courtship,Sex role,Sexual behavior,Sexual orientation,Women's rights,Women's rights,Gender identity,Masculinity,Femininity,Social values,Church work with families,Pastoral care,Clergy,Group ministry,Evangelistic work,Christians",1.00,0.06,0.33,0.46,32.00
the crucible of islam,"little is known about arabia in the sixth century ce yet from this distant time and place emerged a faith and an empire that stretched from the iberian peninsula to india today, muslims account for nearly a quarter of the global population g w bowersock seeks to illuminate this most obscure and yet most dynamic period in the history of islam--from the mid-sixth to mid-seventh century--exploring why arid arabia proved to be such fertile ground for muhammad's prophetic message, and why that message spread so quickly to the wider world in muhammad's time arabia stood at the crossroads of great empires, a place where christianity, judaism, and local polytheistic traditions vied for adherents mecca, muhammad's birthplace, belonged to the part of arabia recently conquered by the ethiopian christian king abraha but ethiopia lost western arabia to persia following abraha's death, while the death of the byzantine emperor in 602 further destabilized the region within this chaotic environment, where lands and populations were traded frequently among competing powers and belief systems, muhammad began winning converts to his revelations in a troubled age, his followers coalesced into a powerful force, conquering palestine, syria, and egypt and laying the groundwork of the umayyad caliphate the crucible of islam remains an elusive vessel although we may never grasp it firmly, bowersock offers the most detailed description of its contours and the most compelling explanation of how one of the world's great religions took shape-- provided by publisher",islam; arabs,islam; islamic civilization; middle east; islam; islam and state; islam and politics; islam and culture; islam and philosophy; religion and sociology; islam and social problems; islam and civilization; islam and history; islam and modernization; islam and globalization; islam and economics; islam and education; islam and art; islam and literature; islam and music; islam and science; islam and technology; is,"Islam,Islamic civilization,Middle East,Islam,Islam and state,Islam and politics,Islam and culture,Islam and philosophy,Religion and sociology,Islam and social problems,Islamic civilization,Islam and reason,Islam and politics,Islam and world politics,Islam and world politics,Islamic education,Islam and art,Islam and literature,Islamic music,Islam and science,Knowledge, Theory of (Islam),Change",0.50,0.05,0.33,0.66,19.00
"reformations : the early modern world, 1450-1650","""this fast-paced survey of western civilization's transition from the middle ages to modernity brings that tumultuous period vividly to life carlos eire, popular professor and gifted writer, chronicles the two-hundred-year era of the renaissance and reformation with particular attention to issues that persist as concerns in the present day eire connects the protestant and catholic reformations in new and profound ways, and he demonstrates convincingly that this crucial turning point in history not only affected people long gone, but continues to shape our world and define who we are today the book focuses on the vast changes that took place in western civilization between 1450 and 1650, from gutenberg's printing press and the subsequent revolution in the spread of ideas to the close of the thirty years' war eire devotes equal attention to the various protestant traditions and churches as well as to catholicism, skepticism, and secularism, and he takes into account the expansion of european culture and religion into other lands, particularly the americas and asia he also underscores how changes in religion transformed the western secular world created with students and nonspecialists in mind, reformations is an inspiring, provocative volume for any reader who is curious about the role of ideas and beliefs in history""--jacket",reformation; counter-reformation; renaissance,"christianity; church history; reformation; sixteenth century; seventeenth century; europe; civilization, medieval; civilization, modern; civilization, modern; civilization, ancient; civilization, classical; civilization, medieval; civilization, modern; civilization, modern; civilization, modern; civilization, modern; civilization, modern; civilization, modern; civilization, modern; civilization, modern; civilization, modern; civilization, modern; civilization, modern; civilization, modern; civilization, modern; civilization, modern; civilization","Christianity,Church history,Reformation,Sixteenth century,Seventeenth century,Europe,Civilization, Medieval,Civilization, Modern,Civilization, Modern,Civilization, Ancient,Civilization, Classical,Civilization, Medieval,Civilization, Modern,Civilization, Modern,Civilization, Modern,Civilization, Modern,Civilization, Modern,Civilization, Modern,Civilization, Modern,Civilization, Modern,Civilization, Modern,Civilization, Modern,Civilization, Modern,Civilization, Modern,Civilization, Modern,Civilization, Modern,Civilization",0.33,0.09,0.28,0.58,11.00
addictive habits : changing for good,"""addictions begin with a choice--but come to trap and define you these daily devotionals refocus us on the god who can restructure lives and disentangle sinners from enslavement""-- provided by publisher",addicts; compulsive behavior; devotional exercises,devotional calendars; christian life; addiction; self-control; spiritual formation; spiritual disciplines; spirituality; grace (theology); forgiveness of sin; repentance in the bible; prayer; fasting; temptation; holiness; sanctification; spiritual warfare; christian ethics; conduct of life; character development; personal growth; change (psychology) -- religious aspects; behavior modification -- religious aspects; counseling -- religious aspects; pastoral care; church work with people with mental disabilities; church work with teenagers; church,"Devotional calendars,Christian life,Drug addiction,Self-control,Spiritual formation,Guides (Spiritualism),Spirituality,Grace (Theology),Forgiveness of sin,Time in the Bible,Prayer,Fasting,Temptation,Holiness,Sanctification,Spiritual warfare,Christian ethics,Conduct of life,Character tests,Growth,Psychology and religion,Religious etiquette,Pastoral counseling (Judaism),Pastoral care,Church work with people with mental disabilities,Church work with teenagers,Church",0.00,0.00,0.00,0.37,27.00
from rationality to equality,"""most contemporary moral and political philosophers would like to have an argument showing that morality is rationally required in from rationality to equality, james p sterba provides just such an argument and further shows that morality, so justified, requires substantial equality his argument from rationality to morality is based on the principle of non-question-beggingness and has two forms the first assumes that the egoist is willing to argue for egoism non-question-beggingly, and the second only assumes that the egoist is willing to assent to premises she actually needs to achieve her egoistic goals either way, he argues, morality is rationally (ie, non-question-beggingly) preferable to egoism""--jacket",ethics; equality; liberty; libertarianism; libertarians,"ethics; rational choice theory; egalitarianism; social justice; philosophy, modern; utilitarianism; contractarianism; deontology; consequentialism; ethical relativism; human rights; democracy; liberalism; conservatism; libertarianism; anarchism; socialism; communism; capitalism; distributive justice; economic policy; welfare state; economics; globalization; globalization; international relations; world politics; war; peace-building; pacifism; terrorism; violence; criminal behavior; punishment; law reform;","Ethics,Rational choice theory,Totalitarianism,Social justice,Philosophy, Modern,Utilitarianism,Contractarianism (Ethics),Periodontal disease,Consequentialism (Ethics),Ethical relativism,Human rights,Democracy,Liberalism,Conservatism,Libertarianism,Anarchism,Socialism,Communism,Capitalism,Distributive justice,Economic policy,Welfare state,Economics,Globalization,Globalization,International relations,World politics,War,Peace-building,Pacifism,Terrorism,Violence,Criminal behavior,Punishment,Law reform,Change",0.40,0.06,0.27,0.49,36.00
tantrasamuccaya of nārāyaṇa : with the commentaries vimarśinī of śaṅkara and vivaraṇa of nārāyanaśisya ; reprinted with an english translation of the text = tantrasamuccayaḥ : śaṅkarapraṇītayā vimarśinyākhyayā vyākhyayā tantrasamuccayakāraśiṣyapraṇītayā vivaraṇākhyayā vyākhyayā ca sametaḥ,compendium for tantric rituals and rules for temple architecture and sculpture; text with sanskrit commentaries and english translation,tantrism; hindu architecture; hindu temples; hindu sculpture,hindu temples; hindu art; hindu ritual; hindus; hinduism; hindu philosophy; vedanta; advaita; monasteries; buddhist monks; saivism; vaishnavites; brahmanism; jainism; tirthankaras; mahavira; jains; jaina philosophy; jainism; religion; religious life; god-realization; self-realization; spiritual life; yoga; meditation; mantram; mantra-y,"Hindu temples,Hindu art,Hindu funeral rites and ceremonies,Hindus,Hinduism,Hindu philosophy,Vedanta,Advaita,Monasteries,Buddhist monks,Śaivism,Vaishnavites,Brahmanism,Jainism,Tīrthaṅkaras,Chayavada,Jains,Jaina philosophy,Jainism,Religion,Religious life,Presence of God,Self-realization,Spiritual life,Yoga,Meditation,Mantras,Mantras",0.25,0.04,0.23,0.42,26.00
buddhism for dummies,"a hands-on guide to the rich history and modern practice of buddhism explains key concepts, and explores the origins of this fascinating ancient practice, along with daily observances, celebrations, meditation, and more",buddhism,buddhism; buddhist ethics; buddha (the concept); mahayana Buddhism; theravada; zen buddhism; tibetan book of the dead; tantric buddhism; hinduism; christianity; islam; jainism; sikhism; shintoism; confucianism; taoism; new age movement; spiritual life; religion; religions; world religions; interfaith relations; comparative religion; spirituality; religious pluralism,"Buddhism,Buddhist ethics,Buddha (The concept),Mahayana Buddhism,Thiara,Zen Buddhism,Tibetan fiction,Tantric Buddhism,Hinduism,Christianity,Islam,Jainism,Sikhism,Shintoists,Confucianism,Taoism,New Age movement,Spiritual life,Religion,Religions,Religions,Interfaith marriage,Dualism (Religion),Spirituality,Religious pluralism",1.00,0.04,0.39,0.57,24.00
spirit messages : inspiring stories about mediumship and experiences from the other side,"""this book is a collection of messages that have come through spirits during the many seances that elizabeth owens has conducted or witnessed""-- provided by publisher",mediums; spiritualism,mediums; channeling; communication with the dead; spiritualism; life after death; near-death experiences; reincarnation; psychics; paranormal photography; psychic ability; ghosts; haunted places; parapsychology; spirituality; religion; angels; god; prayer; faith; hope; love; forgiveness; healing; miracles; dreams; visions; clairvoyance; precognition; telepathy; astral projection; out-of-body experience; past-life regression therapy; meditation; yoga; self,"Mediums,Channelization,Death and burial,Spiritualism,Right to life,Near-death experiences,Reincarnation,Psychics,Spirit photography,Psychic ability,Ghosts,Haunted places,Parapsychology,Spirituality,Religion,Angels,God,Prayer,Faith,Hope,Love,Forgiveness,Healing,Miracles,Dreams,Visions,Clairvoyance,Precognition,Telepathy,Astral projection,Near-death experiences,Emotion-focused therapy,Meditation,Yoga,Self",1.00,0.06,0.27,0.42,34.00
108 vaishnavite divya desams,"brief history of vaishnavite temples, chiefly in tamil nadu; includes selections from the nālāyirat tivviyap pirapantam, tamil vaishnavite anthology, with english translation",vaishnava temples; vaishnavism,"hindus; hindu shrines; hinduism; vaishnavaites; vaishnavaism; vaishnava poetry, sanskrit; vaishnava literature, sanskrit; vaishnava literature, tamil; vaishnava literature, telugu; vaishnava literature, kannada; vaishnava literature, malayalam; vaishnava literature, marathi; vaishnava literature, gujarati; vaishn","Hindus,Hindu shrines,Hinduism,Vaishnavites,Vaishnavism,Vaishnava poetry, Sanskrit,Vaishnava poetry, Sanskrit,Vaishnava literature, Tamil,Vaishnava poetry, Telugu,Vaishnava literature, Kannada,Vaishnava literature, Tamil,Vaishnava literature, Marathi,Vaishnava poetry, Gujarati,Vaishnavism",0.50,0.08,0.26,0.46,13.00
wizards and witches,"an introduction to magical beings, wizards and witches",witches; wizards,"magic; fantasy fiction; children's stories, english; fairy tales; folklore; mythology; legends; supernatural in literature; monsters in literature; animals in literature; heroes in literature; good and evil in literature; kings and rulers in literature; princesses in literature; knights and knighthood in literature; castles in literature; dragons in literature; unicorns in literature; fairies in literature; trolls in literature; goblins in literature; giants in literature; elves in literature; dwarfs in","Magic,Fantasy fiction,Children's stories, English,Fairy tales,Folklore,Mythology,Legends,Supernatural in literature,Monsters in literature,Animals in literature,Heroes in literature,Good and evil in literature,Kings and rulers in literature,Princesses in literature,Knights and knighthood in literature,Castles in literature,Dragons in literature,Unicorns in literature,Fairies in literature,Losers in literature,Goblins in art,Giants (Folklore) in literature,Elves in literature,Dwarfs (Persons)",0.00,0.00,0.00,0.34,25.00
"john dewey and the artful life : pragmatism, aesthetics, and morality","""examines the relationship between art and morality discussed in the writings of american pragmatist john dewey argues that there is a clear connection between the experience of art and the project of moral cultivation""--provided by publisher",art and morals,"aesthetic experience; ethics; philosophy, modern; arts; arts; artists; artistic expression; esthetics; esthetic appreciation; human beings; human behavior; conduct of life; moral education; democracy; social values; liberalism; political science; politics, practical; action theory; decision making; will; free choice; freedom of thought; individuality; self-realization; happiness; virtues; character; good and evil; responsibility; authority; power (social sciences); government; public administration; state,","Aesthetics,Ethics,Philosophy, Modern,Arts,Arts,Artists,Expression in art,Augmentatives,Augmentatives,Human beings,Human behavior,Conduct of life,Moral education,Democracy,Social values,Liberalism,Political science,Politics, Practical,Action theory,Decision making,Will,Beginning,Free thought,Individuality,Self-realization,Happiness,Virtues,Character,Good and evil,Responsibility,Authority,Power (Social sciences),Government,Public administration,State, The",0.00,0.00,0.00,0.35,36.00
horror and its aftermath : reconsidering theology and human experience,"""this volume articulates one modern trajectory of this appropriation of psychology as the basis for conversation with fundamental questions of human suffering and its remediation in soteriology and eschatology the work gestures toward a new eschatological vision that relies on the radical otherness of divine transcendence""--wwweasonscom",suffering; suffering,christianity; god (christianity); apocalyptic literature; apocalypse; evil spirits; demoniac possession; exorcism; hell; heaven; redemption; salvation; hope; postmodernism; psychoanalysis and religion; psychological aspects of religion; religious life; spiritual life; spirituality; mysticism; theological anthropology; existentialism; philosophy of existence; philosophical theology; hermeneutics; biblical interpretation; biblical criticism; bible and science; bible and culture; interfaith relations; ecumen,"Christianity,God (Christianity),Apocalyptic literature,End of the world,Spirits,Demoniac possession,Exorcism,Hell,Heaven,Redemption,Salvation,Hope,Postmodernism,Psychoanalysis and religion,Religious aspects,Religious life,Spiritual life,Spirituality,Mysticism,Theological anthropology,Existentialism,Reference (Philosophy),Philosophical theology,Hermeneutics,Ambiguity in the Bible,Light and darkness in the Bible,Bible and science,Bible and tradition,Interfaith marriage,Ecumenists",0.00,0.00,0.00,0.30,30.00
"we will survive : true stories of encouragement, inspiration, and the power of song","shares true stories of survival inspired by the song ""i will survive,"" received by the author from her fans",conduct of life,"songs; music in popular culture; women singers; african american musicians; pop music; gospel music; christian life; inspirational literature, american; christian biography; autobiographies; biographical fiction, american; short stories, american; children's poetry, american; children's songs, english; musicals; concerts; concert tours; stage performers; rock groups; country musicians; blues musicians; jazz musicians; rappers; rap musicians; hip-hop; gospel music; christianity and culture; christianity and","Songs,Sound in popular culture,Women singers,African American musicians,Popular music,Gospel music,Christian life,American Dream in literature,Christian biography,Autobiographies,Biographical fiction, American,Short stories, American,Children's poetry, American,Children's songs, English,Musicals,Concerts,Concert tours,Performers,Rock groups,Country musicians,Blues musicians,Jazz musicians,Rap music fans,Rap musicians,Hip-hop,Gospel music,Christianity and culture,Christianity",0.00,0.00,0.00,0.14,29.00
