title,abstract,true_labels,predicted_labels,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
god at the margins : making theological sense of religious plurality,"explores the broadening sources for christian theology by examining the places to find god that have been historically overlooked by christian tradition these places, known as ""the margins,"" often go unseen except by those who dwell there due to factors such as gender, economic poverty, and religious identity through overviews and in-depth explorations, this book introduces readers to contemporary interreligious work and its methodologies, which recognize god's presence among religious others and embrace the experiences of non-christians as theological sources-- from publisher's description",religious pluralism; theology,"religion; religions; pluralism (social sciences); marginality, social; marginalized groups; otherness; dialogue; ecumenical movement; world religions; comparative religion; postmodernism; spirituality; divine providence; god; god (christianity) -- attributes; god (christianity) -- will; god (christianity) -- love; god (christianity) -- justice; god (christianity) -- mercy; god (christianity) -- compassion;","Religion,Religions,Pluralism,Marginality, Social,Free groups,Pleasure,Dialogue,Ecumenical movement,Religions,Dualism (Religion),Postmodernism,Spirituality,Providence and government of God,God,Femininity of God,God (Christianity),God (Christianity),Christianity and justice,God (Christianity),God (Christianity),Change",0.00,0.00,0.00,0.48,22.00
caravan of martyrs : sacrifice and suicide bombing in afghanistan,"""in caravan of martyrs, david edwards argues that we need to understand the rise of suicide bombing in relation to the cultural beliefs and ritual practices associated with sacrifice before the war in afghanistan began, the sacrificial killing of a sheep demonstrated a tribe's desire for peace after the soviet invasion of 1979, as thousands of people were killed, sacrifice took on new meanings the dead were venerated as martyrs, but this informal conferral of status on the casualties of war soon became the foundation for a cult of martyrs exploited by political leaders for their own advantage this first repurposing of the machinery of sacrifice set in motion a process of mutation that would lead nineteen arabs who had received their training in afghanistan to hijack airplanes on september 11 and that would in time transform what began as an afghan-centered cult of martyrs into the transnational scattering of suicide bombers that haunts our world today drawing on years of research in the region, edwards traces the transformation of sacrifice using a wide range of sources, including the early poetry of jihad, illustrated martyr magazines, school primers and legal handbooks, martyr hagiographies, videos produced by suicide bombers, the manual of ritual instructions used by the 9/11 hijackers, and facebook posts through which contemporary 'talifans' promote the virtues of self-destruction""--provided by publisher",martyrdom; sacrifice; suicide bombings,"terrorism; terrorism; sacrifice; sacrifice; islamic fundamentalism; islam and politics; muslims; afghans; afghans; afghan wars; afghan wars; afghan wars; afghan wars; postwar reconstruction; civil-military relations; military assistance, american; counterinsurgency; national security; international relations; global governance; human rights; humanitarian intervention; conflict management; social movements; nonviolent resistance; violence -- prevention; pacification (military science);","Terrorism,Terrorism,Sacrifice,Sacrifice,Islamic fundamentalism,Islam and politics,Muslims,Afghans,Afghans,Afghan Wars,Afghan Wars,Afghan Wars,Afghan Wars,Postwar reconstruction,Civil-military relations,Military assistance, American,Counterinsurgency,National security,International relations,Human rights and globalization,Human rights,Humanitarian intervention,Conflict management,Social movements,Nonviolence,Threats of violence,Obstacles (Military science),Change",0.33,0.04,0.36,0.34,23.00
new centers of global evangelicalism in latin america and africa,"""this book shows that new centers of christianity have taken root in the global south although these communities were previously poor and marginalized, stephen offutt illustrates that they are now socioeconomically diverse, internationally well connected, and socially engaged offutt argues that local and global religious social forces, as opposed to other social, economic, or political forces, are primarily responsible for these changes""-- provided by publisher",evangelicalism; evangelicalism,"evangelical churches; church growth; missions, foreign; religion and sociology; religion and culture; globalization; world politics; postcolonialism; power resources; center-periphery relations; christianity and culture; christianity and civilization; christianity and international cooperation; christianity and other religions; christianity and state; christianity and economics; christianity and education; christianity and art; christianity and literature; christianity and music; christianity and motion pictures; christianity and mass media","Evangelical Church,Church growth,Missions, American,Religion and sociology,Religion and culture,Globalization,World politics,Postcolonialism,Power resources,Interregionalism,Christianity and culture,Christian civilization,Christianity and international relations,Christianity and other religions,Religion and state,Economy of God,Christian education,Christianity and art,Christianity and literature,Contemporary Christian music,Christianity in motion pictures,Christianity in mass media",0.00,0.00,0.00,0.39,23.00
friend me,"""donna carter invites readers to go deeper in their relationships by exploring the key components of true friendship and showing how to cultivate the most important friendship of all, with their heavenly father""--provided by publisher",friendship,christian life; interpersonal relations; friends; god (christianity); spiritual gifts; prayer; church work; evangelistic sermons; women clergy; pastoral theology; ministry; spirituality; christian living; religion and sociology; social problems; community development; churches; religious education of adults; christian life -- quaker authors; peace-building; peacemaking; conflict management; reconciliation; forgiveness; love; nonviolence; pacifism; interfaith relations; ecumenical movement; unity;,"Christian life,Interpersonal relations,Best friends,God (Christianity),Gifts, Spiritual,Prayer,Church work,Evangelistic sermons,Women clergy,Pastoral theology,Lay ministry,Spirituality,Christian life,Religion and sociology,Social problems,Community development,Churches,Religious education of adults,Quaker authors,Peace-building,Peace movements,Conflict management,Reconciliation,Forgiveness,Love,Nonviolence,Pacifism,Interfaith marriage,Ecumenical movement,Unity,Change",0.00,0.00,0.00,0.29,31.00
between heaven and ground zero,"""a first-person account of a woman working in new york city's world trade center on sept 11, 2001, and how god rescued her from resulting mental, emotional, and financial problems and gave her a new purpose in life""--provided by publisher","consolation; suffering; post-traumatic stress disorder; september 11 terrorist attacks, 2001","september 11 terrorist attacks, 2001; terrorism; christian women; christianity and other religions islam; islamophobia; islamic fundamentalism; muslims; terrorists; terrorism; terrorists' families; victims of terrorism; survivors of terrorism; trauma in children; child psychology; post-traumatic stress disorder in children; psychological aspects of terrorism; terrorism -- religious aspects -- islam; religion and politics; social conflict; violence; peace-building; forgiveness; reconciliation; spirituality; spiritual healing","September 11 Terrorist Attacks, 2001,Terrorism,Christian women,Islam and secularism,Islamophobia,Islamic fundamentalism,Muslims,Terrorists,Terrorism,Terrorism victims' families,Victims of terrorism,Victims of terrorism,Distress in children,Child psychology,Post-traumatic stress disorder in children,Effect of terrorism on,Islam and secularism,Religion and politics,Social conflict,Violence,Peace-building,Forgiveness,Reconciliation,Spirituality,Spiritual healing",0.40,0.08,0.34,0.50,25.00
wired for joy : a revolutionary method for creating happiness from within,"""in 'wired for joy', researcher and new york times best-selling author laurel mellin presents a simple yet proven way to train your brain to move through stress and back to joy her method forcuses on rewiring the emotional brain---the cauldron of our stress--rather than the thinking brain, which has been the focus of most other stress-busting methods based on the cutting-edge science of neuroplasticity, mellin outlines the five emothional states of the brain for each state, she presents a specific tool that easily and quickly switches the brain back to well-being--in essence, retraining your brain to be in joy more moments of the day"" --cover, p 4",joy,positive psychology; self-help techniques; mind and body therapies; mental health; emotions; neuroscience; psychophysiology; relaxation; meditation; cognitive therapy; psychotherapy; behavioral assessment; behavior modification; brain; brain mapping; brain research; brain waves; electroencephalography; biofeedback (physiology); neuropsychology; psychological tests; personality testing; human beings; cognition disorders; cognitive learning; cognitive training; cognitive therapy; cognitive impairment; cognitive development; cognitive processes; cognitive ability; cognitive,"Positive psychology,Self-help techniques,Mind and body therapies,Mental health,Emotions,Neurosciences,Psychophysiology,Relaxation,Meditation,Cognitive therapy,Psychotherapy,Behavioral assessment,Behavior modification,Brain,Brain mapping,Emotions and cognition,Head waves,Electroencephalography,Biofeedback training,Neuropsychology,Psychological tests,Personality tests,Human beings,Cognition disorders,Cognitive learning,Cognitive learning,Cognitive therapy,Mild cognitive impairment,Cognition in children,Cognitive psychology,Cognitive balance,Cognition",0.00,0.00,0.00,0.19,31.00
see yourself sensing : redefining human perception,""" is the first book to survey the intersection between design, the body, science and the senses, from the utopian pods and head gear of the 1960s, to the high-tech prostheses, wearable computing, implants, and interfaces between computers and humans of the past decade ""--introduction, p 6",senses and sensation; perception; senses and sensation in art; augmented reality; art and science,technology; human-computer interaction; computer vision; artificial intelligence; robotics; sensory systems in animals; sense organs; brain; neurosciences; neuroscience; cognitive psychology; cognition; visual perception; hearing; touch; taste; smell; sight; sound; color; colors; light; space perception; motion perception; time perception; spatial reasoning; thinking machines; robots; man-machine systems; biotechnology; biomechanics; bioengineering; bionics; cybernetics; information storage and retrieval,"Technology,Human-computer interaction,Computer vision,Artificial intelligence,Robotics,Sensory receptors,Sense organs,Brain,Neurosciences,Neurosciences,Cognitive psychology,Cognition,Visual perception,Hearing,Touch,Taste,Smell,Visibility,Sound,Color,Colors,Light,Space perception,Motion perception (Vision),Time perception,Spatial behavior,Concept learning,Robots,Human-machine systems,Biotechnology,Biomechanics,Bioengineering,Bionics,Cybernetics,Information storage and retrieval systems",0.00,0.00,0.00,0.49,35.00
akoumena : a natural philosophy of hearing,"""the word akoumena succinctly refers to the main focus of the book, which is the natural philosophy of human hearing from the perspective of intellectual history of science and of philosophy, with a theoretical emphasis on phenomenology the word akoumena suggests a move away from the language of vision which has been predominant throughout western thought, both in the modern natural sciences and in western metaphysics""-- provided by publisher",auditory perception,"sound; acoustics; auditory system; hearing; perception; cognition; cognitive neuroscience; psychology, philosophical; epistemology; knowledge, theory of; mind and body; consciousness; brain; neurosciences; neurophysiology; psychoacoustics; psychophysics; acoustic phonetics; speech disorders; deafness; hearing impaired persons; hearing aids; audiometry; audiological tests; ear, external; otosclerosis; tinnitus; vertigo; vestibular apparatus; balance;","Sound,Acoustics,Auditory pathways,Hearing,Perception,Cognition,Cognitive neuroscience,Psychology and philosophy,Epistemics,Knowledge, Theory of,Mind and body,Consciousness,Brain,Neurosciences,Neurophysiology,Psychoacoustics,Psychophysics,Phonetics, Acoustic,Speech disorders,Deafness,Hard of hearing middle-aged persons,Hearing aids,Audiometry,Multiple Auditory Processing Assessment,Ear, External,Otosclerosis,Tinnitus,Vertigo,Vestibular apparatus,Balancing,Change",0.00,0.00,0.00,0.41,34.00
me to we : finding meaning in a material world,"imagine waking up every morning believing that your actions can make a significant change in the world for everyone who has ever yearned for a better life and a better world, the authors share a blueprint for personal and social change that has the power to transform lives, one act at a time through inspirational stories from all walks of life, the kielburgers reveal that a more fulfilling path is ours for the taking when we find the courage to reach out this book describes an approach to life that leads us to recognize what is truly valuable, make new decisions about the way we want to live, and redefine the goals we set for ourselves and the legacy we want to leave above all, it creates new ways of measuring meaning, happiness, and success in our lives, and makes these elusive goals attainable--from publisher description",altruism; helping behavior; conduct of life,"self-actualization (psychology); values; philanthropy; volunteer workers in charity work; community organization; leadership; service learning; altruism; social responsibility of business; corporate culture; interpersonal relations; human behavior; conduct of life; spiritual life; christianity and politics; christian ethics; christian sociology; christian life; church and social problems; churches; charitable uses, trusts, and foundations; charities; non-governmental organizations; social action; social movements; social justice; peace-building; pe","Self-actualization (Psychology),Values,Charitable giving,Volunteer workers in social service,Community organization,Leadership,Service learning,Altruism,Social responsibility of business,Corporate culture,Interpersonal relations,Human behavior,Conduct of life,Spiritual life,Christianity and politics,Christian ethics,Christian sociology,Christian life,Church and social problems,Churches,Charitable uses, trusts, and foundations,Charities,Non-governmental organizations,Social action,Social movements,Social justice,Peace-building,Crepe",0.67,0.07,0.37,0.42,30.00
weird christians i have met,"""examines the extremes of christianity through humorous fictionalized character profiles in an attempt to find balance and authenticity in the christian life""--provided by publisher",christian life,"christian biography; church history; evangelistic work; evangelists, christian; missionaries; clergy; christian ethics; christian living; christian life; spirituality; spiritual gifts; miracles; healing; faith; doubt; hope; love; forgiveness; grace (theology); redemption; sinners; salvation; conversion; repentance; god's will; providence and government of god; divine guidance; prayer; fasting; almsgiving; tithes; stewardship; generosity; charity; giving; money","Christian biography,Church history,Evangelistic work,Evangelists,Missionaries,Clergy,Christian ethics,Christian life,Christian life,Spirituality,Gifts, Spiritual,Miracles,Healing,Faith,Possibility,Hope,Love,Forgiveness,Grace (Theology),Redemption,Christian men,Salvation,Conversion,Repentance,God,Providence and government of God,Perseverance (Theology),Prayer,Fasting,Bereg,Tithes,Christian stewardship,Generosity,Charity,Sharing,Money",1.00,0.03,0.22,0.41,37.00
the devil behind the surplice : matthias flacius and john hooper on adiaphora,"between 1548 and 1551, controversies over adiaphora, or indifferent matters, erupted in both germany and england matthias flacius illyricus in germany and john hooper in england both refused to accept, among other things, the same liturgical vestment: the surplice while flacius' objections to the imperial liturgical requirements were largely contextual, because the vestments and rites were forced on the church and were part of a recatholicizing agenda, hooper protested because he was convinced that disputed vestments and rites lacked a biblical basis the devil behind the surplice demonstrates that, while flacius fought to protect the reformation principle of justification by grace alone through faith alone, hooper strove to defend the reformation principle that scripture alone was the source and norm of christian doctrine and practice ultimately, flacius wanted more elijahs, prophets to guide a faithful remnant, and hooper wanted a new josiah, a young reform king to purify the kingdom and strip it of idolatry",adiaphora; church vestments; reformation; reformation,"theology; protestant churches; clergy; bishops; church history - 16th century; church renewal; religious tolerance; religion and politics; church and state; church discipline; church polity; church government; clerical celibacy; monasticism and religious orders; spiritual life; spirituality; worship; sacraments; ritual; vestments; ceremonial objects and paraphernalia; theological anthropology; theology, doctrinal; theology, practical; theology; church and social problems; civil rights movements; human","Theology,Protestant churches,Clergy,Bishops,Church history,Church renewal,Religious tolerance,Religion and politics,Church and state,Church discipline,Church polity,Church polity,Clergy as spies,Monasticism and religious orders,Spiritual life,Spirituality,Worship,Sacraments,Ritual,Betterments,Ceremonial objects,Theological anthropology,Theology, Doctrinal,Theology, Practical,Theology,Church and social problems,Civil rights movements,Person",0.00,0.00,0.00,0.46,27.00
memory and migration : multidisciplinary approaches to memory studies,"""memory plays an integral part in how individuals and societies construct their identity while memory is usually considered in the context of a stable, unchanging environment, this collection of essays explores the effects of immigration, forced expulsions, exile, banishment, and war on individual and collective memory the ways in which memory affects cultural representation and historical understanding across generations is examined through case studies and theoretical approaches that underscore its mutability memory and migration is a truly interdisciplinary book featuring the work of leading scholars from a variety of fields across the globe the essays are collaborative, successfully responding to the central theme and expanding upon the findings of individual authors a groundbreaking contribution to an emerging field of study, memory and migration provides valuable insight into the connections between memory, place, and displacement""--pub desc",memory; collective memory; recollection (psychology); emigration and immigration; immigrants; memory,"immigrants; refugees; national characteristics, american; social change; multiculturalism; intercultural communication; transnationalism; globalization; emigration and immigration; collective memory; memory; group identity; human rights; international relations; sociology; psychology; anthropology; political science; history; literature; art; religion; education; philosophy; geography; economics; law; medicine; women's studies; race discrimination; racism; xenophobia; prejudice; stereotypes (social psychology); ethnic groups; minorities; diaspora","Immigrants,Refugees,National characteristics, American,Social change,Multiculturalism,Intercultural communication,Transnationalism,Globalization,Emigration and immigration,Collective memory,Memory,Group identity,Human rights,International relations,Sociology,Psychology,Anthropology,Political science,History,Literature,Art,Religion,Education,Philosophy,Geography,Economics,Law,Medicine,Women's studies,Race discrimination,Racism,Xenophobia,Prejudices,Stereotypes (Social psychology),Ethnic groups,Minorities,Igbo diaspora",0.80,0.11,0.36,0.46,38.00
thor,"""chances are good that you have seen the name thor in a comic book or maybe you have seen one of the movies that also bear this famous name without a doubt the norse god of thunder has experienced a surge in popularity in recent years but he is actually much older than either the men who have played him or the people who have drawn him norse mythology came from a group of brutal warriors called the vikings as they moved from scandinavia through europe, the vikings shared their stories--the basis for their religion--with others and along with his father odin and his rival loki, thor became known throughout the rest of the world as well""-- provided by publisher","mythology, norse; vikings","superhero films; action and adventure films; fantasy films; children's literature, american; picture books; illustrated children's books; comic strip fiction; comic books, strips, etc; graphic novels; superheroes; comic books, strips,","Superhero films,Action and adventure films,Fantasy films,Children's literature, American,Picture books,Illustrated children's books,Comics adaptations,Comic books, strips, etc,Graphic novels,Superheroes,Comic books, strips, etc",0.00,0.00,0.00,0.32,14.00
the little crystalline seed : the ontological significance of mise en abyme in post-heideggerian thought,"""mise en abyme is a term from literary theory denoting a work that doubles itself within itself, for example a story placed within a story or a play within a play proliferating in experimental fiction in midcentury france, this technique had a strong impact on contemporary literary theory, but also, as this book project argues, on post-heideggerian and post-structuralist philosophy the little crystalline seed focuses on how three of these thinkers invoke the concept of mise en abyme in order to establish ontologies that deviate from that of heidegger iddo dickmann demonstrates how the concept served in modeling derrida's logic of supplementarity, blanchot's philosophy of ""ambiguity"" and mechanism of désouvrement, and deleuze's philosophy of difference, time and repetition exploring the interpretative and generative potential of the mise en abyme for continental thought, dickmann illustrates points of resonance between various philosophical topics such as aesthetics, ethics, time, logic, mirroring, play, and signification""-- provided by publisher",poststructuralism; mise en abyme (narration),"literature; self-representation in art; french language; structuralism (literature); existentialism; ontology; philosophy, modern; postmodernism; metafiction; ambiguity (philosophy) ; semiotics; signs and symbols; representation (philosophy) -- religious aspects; religion and science; metaphysics; hermeneutics; poetics; rhetoric; paradoxes; dialectic; analogy; metaphorology; style, literary; imagination, sexual; desire; love; eroticism","Literature,Self-perception in art,French language,Structuralism (Literary analysis),Existentialism,Ontology,Philosophy, Modern,Postmodernism,Metafiction,Distinction (Philosophy),Semiotics,Signs and symbols,Spiritualistic interpretations,Religion and science,Metaphysics,Hermeneutics,Poetics,Rhetoric,Paradoxes,Dialectic,Analogy,Metaphor,Literary style,Imagination,Desire,Love,Fetishism",0.00,0.00,0.00,0.33,30.00
your child's social and emotional well-being : a complete guide for parents and those who help them,"""developing social and emotional wellbeing in children provides a practical guide full of proven strategies for promoting social and emotional learning (sel) skills in children aged 4-16 a practical guide designed to support parents and education professionals in developing social and emotional skills in children, a form of learning that can be neglected in formal education demonstrates how to foster social and emotional learning (sel) at home and in the classroom, and shows how parents and professionals can work together for success includes a wealth of exercises for promoting social and emotional wellbeing, along with tips, tools, and coverage of new developments such as computer-assisted instruction written by authors with a wealth of practical and writing experience""-- provided by publisher ""a much-needed practical guide designed to support parents and education professionals in developing social and emotional skills in children, a form of learning that is often neglected in formal education""-- provided by publisher",social skills in children; social skills; home and school; child development,self-control; emotional intelligence; parenting; parent and child; interpersonal relations in children; school psychology; educational counseling; mental health services for children; child development; child rearing; family & relationships; personal growth; parenting & families; special needs children; behavioral assessment; behavior modification; cognitive therapy for children; developmental disabilities; gifted children; hyperactivity disorders in children; attention-deficit-disordered children; autism spectrum disorder in children; conduct disorders in adolescence; anxiety in children; depression in children;,"Self-control,Emotional intelligence,Parenting,Parent and child,Interpersonal relations in children,School psychology,Educational counseling,Child mental health services,Child development,Child rearing,Family relationships,Growth,Single-parent families,Children with disabilities,Behavioral assessment,Behavior modification,Cognitive therapy for children,Developmental disabilities,Gifted children,Children with attention-deficit hyperactivity disorder,Children with attention-deficit hyperactivity disorder,Autism spectrum disorders in children,Conduct disorders in adolescence,Anxiety in children,Depression in children,Change",0.25,0.04,0.27,0.49,26.00
significant living,"""helps readers celebrate life and faith after 50 and find renewed meaning and significance for their lives as they age""--provided by publisher",aging; older people,middle-aged persons; aging; christian biography; older people; midlife crisis; self-realization in women; spiritual growth; spirituality; religion and culture; religious education of adults; adult children of aging parents; family relationships; intergenerational relations; social interaction; communication in old age; elderly; gerontology; menopause; postmenopausal women; baby boom generation; baby boomers; values; attitudes (psychology); psychological aspects of death and dying; grief; bereavement;,"Middle-aged persons,Aging,Christian biography,Older people,Midlife crisis,Self-realization in women,Spiritual life,Spirituality,Religion and culture,Religious education of adults,Adult children of aging parents,Family relationships,Intergenerational relations,Social interaction,Verbal learning in old age,Frail older people,Gerontology,Menopause,Chronically ill older women,Baby boom generation,Baby boom generation,Values,Attitude (Psychology),Loss (Psychology) in men,Grief,Bereavement,Change",1.00,0.07,0.33,0.41,27.00
objecting to god,"""the growth of science and a correspondingly scientific way of looking at evidence have for the last three centuries slowly been gaining ground over religious explanations of the cosmos and mankind's place in it however, not only is secularism now under renewed attack from religious fundamentalism, but it has also been widely claimed that the scientific evidence itself points strongly to a universe deliberately fine-tuned for life to evolve in it in addition, certain aspects of human life, like consciousness and the ability to recognise the existence of universal moral standards, seem completely resistant to evolutionary explanation in this book colin howson analyses in detail the evidence which is claimed to support belief in god's existence and argues that the claim is not well-founded moreover, there is very compelling evidence that an all-powerful, all-knowing god not only does not exist but cannot exist, a conclusion both surprising and provocative""-- provided by publisher",god; religion; religion and science,religion; philosophy of nature; cosmology; theology; natural law; evolution (biology); teleological ethics; christianity and politics; creationism; intelligent design (teleology) ; atheism; agnosticism; deism; panpsychism; pantheism; materialism; determinism; free will and determinism; causation; miracles; divine providence; evil (philosophy); suffering; good and evil; god (christianity) -- attributes; god (christ,"Religion,Philosophy of nature,Cosmology,Theology,Natural law,Evolution (Biology),Existential ethics,Christianity and politics,Creationism,Intelligent design (Teleology),Atheism,Agnosticism,Deism,Panpsychism,Pantheism,Materialism,Determinism (Philosophy),Free will and determinism,Causation,Miracles,Providence and government of God,Nothing (Philosophy),Suffering,Good and evil,Femininity of God,God",0.33,0.04,0.33,0.48,26.00
let's be real : living life as an open and honest you,"""from singer, model and youtube celebrity natasha bure, the daughter of candace cameron bure, comes a real, honest conversational book that doesn't hold back everywhere she goes and every video she posts has one basic message: this is real, this is life, and we all go through it whether it's acne, boyfriends, faith, stress, or having fun, natasha's view is to simply be honest, simply be real, no matter what you face natasha's real and relatable tone paired with personal notes and stories will help readers see that living a ""real"" life is the best life""-- from the publisher",teenagers; teenagers,teenagers; christian youth; self-actualization (psychology); conduct of life; teenage girls; young women; christianity and culture; christian life; christian teenagers; christian youth; christian teenagers; christian youth; christian teenagers; christian youth; christian teenagers; christian youth; christian teenagers; christian youth; christian teenagers; christian youth; christian teenagers; christian youth; christian teenagers; christian youth; christian teenagers; christian youth; christian teenagers; christian youth; christian teenagers; christian youth; christian teenagers;,"Teenagers,Christian youth,Self-actualization (Psychology),Conduct of life,Teenage girls,Young women,Christianity and culture,Christian life,Christian teenagers,Christian youth,Christian teenagers,Christian youth,Christian teenagers,Christian youth,Christian teenagers,Christian youth,Christian teenagers,Christian youth,Christian teenagers,Christian youth,Christian teenagers,Christian youth,Christian teenagers,Christian youth,Christian teenagers,Christian youth,Christian teenagers,Christian youth,Christian teenagers,Christian youth,Christian teenagers,Change",1.00,0.10,0.33,0.47,10.00
the roundtable : a christian's conversation with marginal beliefs affecting the black church experience,"""this book examines and dialogues with six major ideologies which threaten faithful christian doctrine and practice while some appear subtly synchronistic, and others blatantly anti-christian, each ideology is personified and engaged with a fictional character to demonstrate how these beliefs impact and interact with the faith of our fathers at this rate, the black church will soon spiral down into non-effectiveness by the infiltration of corrosive beliefs embodied by shana - the pluralistic ""christian,"" curtis - the black hebrew-israelite (remixed), ashanti - the follower of the religions of kemet, deshawn - the black atheist, orlando - the afro-american eastern mystic, and pierre - the black polytheist defender of the true faith, the aged pastor, reverend jenkins, is no longer able to contend with these ""knights of the round table"" thus, he has employed the services of armand and laws to equip today's christian""-- page 4 of cover",african american churches; christian philosophy,african americans; african american churches; religious tolerance; belief and doubt; heresy in religion; african american clergy; african american theologians; african american intellectuals; african american authors; african american social reformers; african americans; african americans; african americans; african americans; african americans; african americans; african americans; african americans; african americans; african americans; african americans; african americans; african americans; african americans; african,"African Americans,African American churches,Religious tolerance,Belief and doubt,Heresy,African American clergy,African American theologians,African American intellectuals,African American authors,African American social reformers,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African",0.50,0.09,0.32,0.58,11.00
red : the history of a color,"""the color red has represented many things, from the life force and the divine to love, lust, and anger up through the middle ages, red held a place of privilege in the western world for many cultures, red was not just one color of many but rather the only color worthy enough to be used for social purposes--in some languages, the word for red was the same as the word for color the first color developed for painting and dying, red became associated in antiquity with war, wealth, and power in the medieval period, red held both religious significance, as the color of the blood of christ and the fires of hell, and secular meaning, as a symbol of love, glory, and beauty yet during the protestant reformation, red began to decline in status viewed as indecent and immoral and linked to luxury and the excesses of the catholic church, red fell out of favor after the french revolution, red gained new respect as the color of progressive movements and radical left-wing politics in this beautifully illustrated book, michel pastoureau, the acclaimed author of blue, black, and green, now masterfully navigates centuries of symbolism and complex meanings to present the fascinating and sometimes controversial history of the color red pastoureau illuminates red's evolution through a diverse selection of captivating images, from the cave paintings of lascaux, the works of renaissance masters, to modern paintings and stained glass by mark rothko and josef albers""--inside front jacket flap",red; color; color; symbolism of colors; red in art,"colors; symbolic colors; art, european; art, modern; art, modern; art, american; art, english; art, germanic; art, italian; art, spanish; art, russian; art, chinese; art, japanese; art, islamic; christian iconography; heraldry; coats of arms; flags; uniforms; fashion design; textiles; dyes and dyeing; textile fabrics; clothing and dress; architecture; interior decoration; furniture; home economics; domestic animals","Colors,Symbolic representation,Art, European,Art, Modern,Art, Modern,Art, American,Art, English,Art, Germanic,Art, Italian,Art, Spanish,Art, Russian,Art, Chinese,Art, Japanese,Islamic art,Veneration of icons and Christian union,Heraldry,Coats,Flags,Uniforms,Fashion design,Textile fabrics,Dyes and dyeing,Textile fabrics,Clothing and dress,Architecture,Interior decoration,Furniture,Home economics,Domestic animals",0.00,0.00,0.00,0.37,29.00
"forming the church in the modern world : the theological contributions of avery cardinal dulles, sj","""this book examines and comments on various aspects of the theology of avery cardinal dulles, sj it demonstrates how important his ideas were in forming our current understanding of church and theology""-- provided by publisher",church,"catholic theologians; ecumenical movement; christianity and other religions; religion and sociology; religious pluralism; social ethics; political science -- philosophical foundations; philosophy of history; american literature; american poetry; american prose literature; american fiction; american drama; american essays; american periodicals; american wit and humor, humorous stories, wisdom; american wit and humor, satirical; american wit and humor, sarcastic; american wit and humor, ironic; american wit and humor, absurd; american","Theologians,Ecumenical movement,Christianity and other religions,Religion and sociology,Religious pluralism,Social ethics,Soft power (Political science),History and criticism,American literature,American poetry,American prose literature,American fiction,American drama,American essays,American periodicals,American wit and humor,American wit and humor,American wit and humor,American wit and humor,American wit and humor,American",0.00,0.00,0.00,0.24,23.00
the origins of christmas,"when was christmas first celebrated? how did december 25 become the date for the feast? how did the bible's ""magi from the east"" become three kings named melchior, caspar, and balthasar who rode camels from three different continents to worship the newborn christ? how did the feast of the nativity generate an entire liturgical season from advent to candlemas? why did medieval and renaissance artists portray joseph as an old man? when did the first christmas music appear? and who was the real saint nicholas? these and many other questions are answered in this revised and expanded edition of the origins of christmas the story of the origins of christmas is not well known, but it is a fascinating tale it begins when the first christians had little interest in christ's nativity, and it finishes when christmas had become an integral part of christian life and western culture",christmas; fasts and feasts,"christmas; christmas; christmas decorations; christmas cooking; christmas customs; christmas stories; christmas poetry; christmas carols; christmas cards; christmas plays; christmas toys; christmas trees; christmas ornaments; holly; mistletoe; yule logs; evergreen plants; winter festivals; feasts and fasting; church year; calendar; time measurement; calendars, roman; calendars, julian; calendars, gregorian; history; religion; art, european; literature; folklore; legends; mythology","Christmas,Christmas,Christmas decorations,Christmas cooking,Morning customs,Christmas stories,Christmas poetry,Carols,Christmas cards,Christmas plays,Toys,Christmas trees,Christmas tree ornaments,Hollyhock,Mistletoes,Logging,Evergreens,Winter festivals,Fasts and feasts,Church year,Calendar,Time measurements,Calendar, Roman,Calendar, Julian,Calendar, Gregorian,History,Religion,Art, European,Literature,Folklore,Legends,Mythology",0.50,0.03,0.26,0.46,33.00
poseidon : god of the sea and earthquakes,"this book tells about poseidon, the greek god of the sea and brother to zeus","mythology, greek; gods, greek","mythology, greek; gods, greek; heroes in literature; monsters in literature; children's stories, english; picture books for children; illustrated children's books; english language; reading comprehension; reading (elementary); reading comprehension; reading (middle school); middle schools; elementary schools; educational games; education, primary; education, secondary; vocabulary building; word recognition (education); phonetics; sight method (reading); visual literacy; storytelling; imagination; creative writing; drawing; painting;","Mythology, Greek,Gods, Greek,Heroes in literature,Monsters in literature,Children's stories, English,Picture books for children,Illustrated children's books,English language,Reading comprehension,Reading (Elementary),Reading comprehension,Reading (Middle school),Middle schools,Elementary schools,Educational games,Education, Primary,Education, Secondary,Vocabulary,Word processing in education,Phonetics,Speed reading,Visual literacy,Storytelling,Imagination,Creative writing,Drawing,Painting,Change",1.00,0.10,0.36,0.37,30.00
